trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.999}",35,7,-152.87601204170824,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 3}",1
2,False,"{'a': 0.5, 'e': 0.998001}",30,0,-167.76594830854074,"{0: 19, 1: 4, 2: 3, 3: 1, 4: 3}",0
3,False,"{'a': 0.5, 'e': 0.997002999}",20,0,-159.45845955126654,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
4,False,"{'a': 0.5, 'e': 0.996005996001}",20,0,-139.9332986413928,"{0: 7, 1: 4, 2: 7, 3: 1, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.995009990004999}",20,0,-34.32468674705277,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
6,False,"{'a': 0.5, 'e': 0.994014980014994}",20,2,-153.20832761443702,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 4}",1
7,False,"{'a': 0.5, 'e': 0.993020965034979}",20,0,-206.20971130814428,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 4}",0
8,False,"{'a': 0.5, 'e': 0.9920279440699441}",20,0,-139.15087519113783,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
9,False,"{'a': 0.5, 'e': 0.9910359161258742}",20,0,-148.12200493912113,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
10,False,"{'a': 0.5, 'e': 0.9900448802097482}",20,0,-83.94113131211068,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.9890548353295385}",25,0,-44.1571291595318,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.988065780494209}",20,0,-134.77654234467218,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
13,False,"{'a': 0.5, 'e': 0.9870777147137147}",30,0,-167.08868718356916,"{0: 17, 1: 6, 2: 3, 3: 2, 4: 2}",0
14,False,"{'a': 0.5, 'e': 0.986090636999001}",25,0,-220.40393325588667,"{0: 13, 1: 4, 2: 2, 3: 2, 4: 4}",0
15,False,"{'a': 0.5, 'e': 0.9851045463620021}",20,0,-97.47211294038179,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.98411944181564}",25,0,-60.79305960985957,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
17,False,"{'a': 0.5, 'e': 0.9831353223738244}",20,0,-198.2815175507018,"{0: 5, 1: 7, 2: 5, 3: 0, 4: 3}",0
18,False,"{'a': 0.5, 'e': 0.9821521870514506}",25,0,-147.80668408415957,"{0: 13, 1: 1, 2: 8, 3: 2, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.9811700348643991}",25,0,-167.92524460275843,"{0: 9, 1: 4, 2: 9, 3: 3, 4: 0}",0
20,False,"{'a': 0.5, 'e': 0.9801888648295347}",25,0,-85.94326917165351,"{0: 13, 1: 5, 2: 7, 3: 0, 4: 0}",0
21,False,"{'a': 0.5, 'e': 0.9792086759647052}",20,0,-39.38117921238672,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
22,False,"{'a': 0.5, 'e': 0.9782294672887405}",25,0,-144.39900788610367,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
23,False,"{'a': 0.5, 'e': 0.9772512378214517}",20,0,-180.53933237617903,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
24,False,"{'a': 0.5, 'e': 0.9762739865836303}",25,0,-164.11233450208434,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
25,False,"{'a': 0.5, 'e': 0.9752977125970467}",20,0,-174.28607809224638,"{0: 6, 1: 3, 2: 9, 3: 0, 4: 2}",0
26,False,"{'a': 0.5, 'e': 0.9743224148844496}",25,0,-69.42659931388152,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
27,False,"{'a': 0.5, 'e': 0.9733480924695651}",30,0,-124.96000118225386,"{0: 18, 1: 6, 2: 2, 3: 3, 4: 1}",0
28,False,"{'a': 0.5, 'e': 0.9723747443770956}",20,0,-120.4074725342034,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
29,False,"{'a': 0.5, 'e': 0.9714023696327185}",25,0,-146.75545063106324,"{0: 12, 1: 2, 2: 9, 3: 1, 4: 1}",0
30,False,"{'a': 0.5, 'e': 0.9704309672630859}",30,0,-126.49299276307639,"{0: 15, 1: 3, 2: 11, 3: 1, 4: 0}",0
31,False,"{'a': 0.5, 'e': 0.9694605362958227}",20,0,-69.20699965451539,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
32,False,"{'a': 0.5, 'e': 0.9684910757595269}",20,0,-152.88608985685593,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
33,False,"{'a': 0.5, 'e': 0.9675225846837673}",20,0,-161.2685461150382,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
34,False,"{'a': 0.5, 'e': 0.9665550620990835}",20,0,-74.87255881578908,"{0: 11, 1: 5, 2: 2, 3: 2, 4: 0}",0
35,False,"{'a': 0.5, 'e': 0.9655885070369844}",25,0,-64.40763812625637,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",1
36,False,"{'a': 0.5, 'e': 0.9646229185299474}",20,0,-46.44835813624795,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
37,False,"{'a': 0.5, 'e': 0.9636582956114175}",30,0,-196.24578089143597,"{0: 17, 1: 3, 2: 4, 3: 4, 4: 2}",0
38,False,"{'a': 0.5, 'e': 0.9626946373158061}",25,0,-205.38254983420737,"{0: 12, 1: 2, 2: 7, 3: 1, 4: 3}",0
39,False,"{'a': 0.5, 'e': 0.9617319426784903}",20,0,-130.90173827165734,"{0: 9, 1: 4, 2: 4, 3: 2, 4: 1}",0
40,False,"{'a': 0.5, 'e': 0.9607702107358118}",20,0,-51.13904113574336,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.959809440525076}",25,0,-120.58283696751786,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
42,False,"{'a': 0.5, 'e': 0.9588496310845509}",30,0,-219.9469812627294,"{0: 17, 1: 2, 2: 5, 3: 3, 4: 3}",0
43,False,"{'a': 0.5, 'e': 0.9578907814534664}",25,0,-85.02566862963174,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
44,False,"{'a': 0.5, 'e': 0.9569328906720129}",25,0,-44.47104004009343,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
45,False,"{'a': 0.5, 'e': 0.9559759577813409}",25,11,-63.116838138038204,"{0: 8, 1: 2, 2: 1, 3: 3, 4: 0}",1
46,False,"{'a': 0.5, 'e': 0.9550199818235596}",30,0,-134.44612778541992,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
47,False,"{'a': 0.5, 'e': 0.9540649618417361}",30,0,-79.45931307730838,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.9531108968798944}",25,0,-150.62641439966762,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
49,False,"{'a': 0.5, 'e': 0.9521577859830145}",20,0,-177.83729216059317,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 3}",1
50,False,"{'a': 0.5, 'e': 0.9512056281970315}",25,0,-94.00635604050228,"{0: 16, 1: 6, 2: 0, 3: 2, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.9502544225688344}",20,0,-115.83116633015011,"{0: 14, 1: 2, 2: 0, 3: 2, 4: 2}",0
52,False,"{'a': 0.5, 'e': 0.9493041681462656}",20,0,-27.572914708802013,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
53,False,"{'a': 0.5, 'e': 0.9483548639781193}",25,0,-219.5915781980147,"{0: 11, 1: 1, 2: 9, 3: 1, 4: 3}",0
54,False,"{'a': 0.5, 'e': 0.9474065091141411}",20,0,-140.674833404795,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
55,False,"{'a': 0.5, 'e': 0.946459102605027}",30,0,-95.2586263337784,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
56,False,"{'a': 0.5, 'e': 0.9455126435024219}",35,0,-273.42293444248054,"{0: 16, 1: 4, 2: 11, 3: 0, 4: 4}",0
57,False,"{'a': 0.5, 'e': 0.9445671308589195}",20,0,-171.048738924773,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
58,False,"{'a': 0.5, 'e': 0.9436225637280606}",25,0,-120.29051236121816,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
59,False,"{'a': 0.5, 'e': 0.9426789411643326}",25,6,-91.66600046222976,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 1}",1
60,False,"{'a': 0.5, 'e': 0.9417362622231683}",25,0,-85.56933358415914,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
61,False,"{'a': 0.5, 'e': 0.9407945259609451}",30,11,-51.75524253946843,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 0}",1
62,False,"{'a': 0.5, 'e': 0.9398537314349842}",25,0,-71.65657940015129,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
63,False,"{'a': 0.5, 'e': 0.9389138777035492}",20,0,-220.93547485257452,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 5}",0
64,False,"{'a': 0.5, 'e': 0.9379749638258457}",25,1,-75.73536020042019,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 2}",1
65,False,"{'a': 0.5, 'e': 0.9370369888620198}",20,0,-149.25312012110672,"{0: 9, 1: 2, 2: 5, 3: 3, 4: 1}",0
66,False,"{'a': 0.5, 'e': 0.9360999518731578}",30,0,-233.1584736658469,"{0: 13, 1: 4, 2: 9, 3: 1, 4: 3}",0
67,False,"{'a': 0.5, 'e': 0.9351638519212846}",25,0,-101.51034123486255,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.9342286880693633}",25,0,-75.73774154919829,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
69,False,"{'a': 0.5, 'e': 0.933294459381294}",20,5,-4.095363369504102,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
70,False,"{'a': 0.5, 'e': 0.9323611649219127}",20,0,-103.02519098498449,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
71,False,"{'a': 0.5, 'e': 0.9314288037569908}",25,0,-46.55834530191029,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.9304973749532338}",20,0,-78.79258148089973,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
73,False,"{'a': 0.5, 'e': 0.9295668775782806}",20,0,-51.137839132650974,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
74,False,"{'a': 0.5, 'e': 0.9286373107007023}",20,0,-30.36438323000612,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
75,False,"{'a': 0.5, 'e': 0.9277086733900016}",20,0,-114.86226264012916,"{0: 9, 1: 1, 2: 8, 3: 2, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.9267809647166116}",25,0,-93.95726425901307,"{0: 13, 1: 4, 2: 7, 3: 1, 4: 0}",0
77,False,"{'a': 0.5, 'e': 0.925854183751895}",30,0,-144.3073341157537,"{0: 20, 1: 3, 2: 3, 3: 2, 4: 2}",0
78,False,"{'a': 0.5, 'e': 0.9249283295681431}",25,0,-75.42956022282766,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
79,False,"{'a': 0.5, 'e': 0.9240034012385749}",30,0,-155.46458238740613,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
80,False,"{'a': 0.5, 'e': 0.9230793978373364}",20,0,-107.55875711802238,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
81,False,"{'a': 0.5, 'e': 0.9221563184394991}",30,0,-245.62515015371991,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 5}",0
82,False,"{'a': 0.5, 'e': 0.9212341621210596}",20,0,-52.11841781903541,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
83,False,"{'a': 0.5, 'e': 0.9203129279589385}",30,0,-129.96331736533892,"{0: 18, 1: 1, 2: 9, 3: 1, 4: 1}",0
84,False,"{'a': 0.5, 'e': 0.9193926150309796}",20,14,-31.810235237859082,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
85,False,"{'a': 0.5, 'e': 0.9184732224159486}",20,0,-46.9082526854417,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
86,False,"{'a': 0.5, 'e': 0.9175547491935327}",20,0,-60.72541991411998,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
87,False,"{'a': 0.5, 'e': 0.9166371944443392}",25,15,0.6442115328611038,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.9157205572498949}",35,0,-181.75221709397397,"{0: 20, 1: 7, 2: 5, 3: 0, 4: 3}",0
89,False,"{'a': 0.5, 'e': 0.914804836692645}",30,0,-50.75909112571457,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.9138900318559524}",20,10,-27.858561170976216,"{0: 5, 1: 3, 2: 2, 3: 0, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.9129761418240965}",25,0,-145.96004662162937,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
92,False,"{'a': 0.5, 'e': 0.9120631656822724}",20,0,-144.89623626441696,"{0: 7, 1: 5, 2: 5, 3: 2, 4: 1}",0
93,False,"{'a': 0.5, 'e': 0.9111511025165902}",25,0,-35.314819401078516,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.9102399514140735}",20,0,-89.97290647170908,"{0: 13, 1: 3, 2: 1, 3: 2, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.9093297114626595}",35,0,-116.0215699081899,"{0: 26, 1: 3, 2: 2, 3: 2, 4: 2}",0
96,False,"{'a': 0.5, 'e': 0.9084203817511969}",20,13,0.32884114639763906,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.9075119613694457}",20,11,-40.664079160464475,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 1}",1
98,False,"{'a': 0.5, 'e': 0.9066044494080763}",25,16,-57.09402218012071,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 1}",1
99,False,"{'a': 0.5, 'e': 0.9056978449586682}",25,0,-105.42134897030576,"{0: 14, 1: 2, 2: 7, 3: 2, 4: 0}",0
100,False,"{'a': 0.5, 'e': 0.9047921471137096}",20,0,-29.838575944175915,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
101,False,"{'a': 0.5, 'e': 0.9038873549665959}",20,0,-100.06230585650351,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
102,False,"{'a': 0.5, 'e': 0.9029834676116293}",25,0,-48.87912767692702,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
103,False,"{'a': 0.5, 'e': 0.9020804841440176}",20,0,-89.38238961158991,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
104,False,"{'a': 0.5, 'e': 0.9011784036598737}",30,5,-88.62701444684502,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",1
105,False,"{'a': 0.5, 'e': 0.9002772252562138}",20,0,-65.99173344349245,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.8993769480309576}",30,6,-150.57044534138245,"{0: 13, 1: 2, 2: 4, 3: 4, 4: 1}",1
107,False,"{'a': 0.5, 'e': 0.8984775710829266}",25,0,-152.50573310348693,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
108,False,"{'a': 0.5, 'e': 0.8975790935118436}",30,0,-139.88828673020305,"{0: 18, 1: 4, 2: 4, 3: 3, 4: 1}",0
109,False,"{'a': 0.5, 'e': 0.8966815144183318}",30,0,-60.61935403595735,"{0: 21, 1: 2, 2: 7, 3: 0, 4: 0}",0
110,False,"{'a': 0.5, 'e': 0.8957848329039134}",25,0,-116.50119682788488,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
111,False,"{'a': 0.5, 'e': 0.8948890480710096}",20,0,-51.27024700348462,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
112,False,"{'a': 0.5, 'e': 0.8939941590229386}",25,2,-91.53174196600652,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 1}",1
113,False,"{'a': 0.5, 'e': 0.8931001648639156}",30,0,-224.2058198579105,"{0: 15, 1: 2, 2: 9, 3: 1, 4: 3}",0
114,False,"{'a': 0.5, 'e': 0.8922070646990518}",20,7,-62.743249372028174,"{0: 7, 1: 1, 2: 3, 3: 2, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.8913148576343527}",25,0,-214.0098310417723,"{0: 11, 1: 3, 2: 7, 3: 1, 4: 3}",0
116,False,"{'a': 0.5, 'e': 0.8904235427767183}",25,0,2.7133605455711445,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
117,False,"{'a': 0.5, 'e': 0.8895331192339416}",35,0,-215.01850528788196,"{0: 21, 1: 4, 2: 4, 3: 3, 4: 3}",0
118,False,"{'a': 0.5, 'e': 0.8886435861147077}",25,0,-38.789458118143685,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.887754942528593}",20,0,-140.681819189113,"{0: 9, 1: 1, 2: 7, 3: 2, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.8868671875860644}",25,0,-84.45134219132821,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
121,False,"{'a': 0.5, 'e': 0.8859803203984784}",20,0,-147.19484928163257,"{0: 6, 1: 4, 2: 8, 3: 1, 4: 1}",0
122,False,"{'a': 0.5, 'e': 0.88509434007808}",20,16,7.222940131376484,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.8842092457380019}",25,0,-132.1067675524195,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
124,False,"{'a': 0.5, 'e': 0.8833250364922639}",35,0,-145.0079939231686,"{0: 23, 1: 4, 2: 5, 3: 1, 4: 2}",0
125,False,"{'a': 0.5, 'e': 0.8824417114557717}",20,0,-90.88672562959746,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
126,False,"{'a': 0.5, 'e': 0.8815592697443159}",20,0,-156.99073456337015,"{0: 8, 1: 6, 2: 3, 3: 1, 4: 2}",0
127,False,"{'a': 0.5, 'e': 0.8806777104745716}",25,11,-118.39986945224487,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 3}",1
128,False,"{'a': 0.5, 'e': 0.8797970327640969}",20,0,-194.39827441209746,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 3}",0
129,False,"{'a': 0.5, 'e': 0.8789172357313328}",20,0,-42.6979100090464,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.8780383184956015}",30,15,-33.33737793404361,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.8771602801771059}",25,0,-64.78102324375612,"{0: 14, 1: 7, 2: 3, 3: 1, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.8762831198969288}",20,0,-54.6486671214834,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
133,False,"{'a': 0.5, 'e': 0.8754068367770318}",20,0,-85.02195209113626,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
134,False,"{'a': 0.5, 'e': 0.8745314299402548}",25,0,-92.1775185137364,"{0: 12, 1: 4, 2: 9, 3: 0, 4: 0}",0
135,False,"{'a': 0.5, 'e': 0.8736568985103146}",30,0,-174.73366260947267,"{0: 17, 1: 2, 2: 6, 3: 4, 4: 1}",0
136,False,"{'a': 0.5, 'e': 0.8727832416118043}",20,2,-40.66919915847265,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.8719104583701925}",30,0,-110.23327607565673,"{0: 20, 1: 0, 2: 8, 3: 1, 4: 1}",0
138,False,"{'a': 0.5, 'e': 0.8710385479118223}",20,0,-88.68353819742774,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
139,False,"{'a': 0.5, 'e': 0.8701675093639105}",25,0,-110.02319792049548,"{0: 12, 1: 5, 2: 6, 3: 2, 4: 0}",0
140,False,"{'a': 0.5, 'e': 0.8692973418545467}",20,0,-24.323825704884975,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.8684280445126921}",25,0,-101.62075140796198,"{0: 13, 1: 5, 2: 5, 3: 2, 4: 0}",0
142,False,"{'a': 0.5, 'e': 0.8675596164681794}",20,0,-49.70777463935966,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.8666920568517111}",25,0,-116.27608870252823,"{0: 14, 1: 5, 2: 3, 3: 2, 4: 1}",0
144,False,"{'a': 0.5, 'e': 0.8658253647948594}",20,0,-98.32402919644069,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
145,False,"{'a': 0.5, 'e': 0.8649595394300645}",20,0,-74.88825248621967,"{0: 10, 1: 5, 2: 4, 3: 1, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.8640945798906344}",25,19,2.396641573481083,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.8632304853107438}",20,0,-95.14261234861571,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
148,False,"{'a': 0.5, 'e': 0.862367254825433}",30,0,-93.76984994626277,"{0: 22, 1: 4, 2: 2, 3: 0, 4: 2}",0
149,False,"{'a': 0.5, 'e': 0.8615048875706075}",20,12,-58.70610124049616,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 1}",1
150,False,"{'a': 0.5, 'e': 0.8606433826830369}",20,0,-34.02124114096355,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.8597827393003539}",30,9,-148.51108833865229,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 2}",1
152,False,"{'a': 0.5, 'e': 0.8589229565610536}",20,0,-110.5319507606531,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
153,False,"{'a': 0.5, 'e': 0.8580640336044925}",30,0,-73.51089715257488,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.857205969570888}",20,0,-82.44305155186156,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
155,False,"{'a': 0.5, 'e': 0.8563487636013172}",25,0,-184.94079503767355,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
156,False,"{'a': 0.5, 'e': 0.8554924148377159}",20,0,-115.20831542726428,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
157,False,"{'a': 0.5, 'e': 0.8546369224228781}",30,0,-66.62051948138864,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.8537822855004553}",20,0,-60.921340212704415,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 0}",0
159,False,"{'a': 0.5, 'e': 0.8529285032149548}",20,0,-64.40146168557419,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
160,False,"{'a': 0.5, 'e': 0.8520755747117399}",30,0,-78.41045580736926,"{0: 24, 1: 0, 2: 4, 3: 1, 4: 1}",0
161,False,"{'a': 0.5, 'e': 0.8512234991370281}",20,0,-50.090289333670576,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
162,False,"{'a': 0.5, 'e': 0.8503722756378911}",20,5,-97.3342228318494,"{0: 8, 1: 2, 2: 2, 3: 2, 4: 1}",1
163,False,"{'a': 0.5, 'e': 0.8495219033622532}",20,0,-78.94802659410361,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
164,False,"{'a': 0.5, 'e': 0.8486723814588909}",30,0,-49.647676534674055,"{0: 21, 1: 5, 2: 3, 3: 1, 4: 0}",0
165,False,"{'a': 0.5, 'e': 0.847823709077432}",20,0,-77.92410298498663,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
166,False,"{'a': 0.5, 'e': 0.8469758853683546}",25,0,-86.05491816730554,"{0: 13, 1: 5, 2: 6, 3: 1, 4: 0}",0
167,False,"{'a': 0.5, 'e': 0.8461289094829862}",35,0,-108.31179959858412,"{0: 27, 1: 1, 2: 4, 3: 1, 4: 2}",0
168,False,"{'a': 0.5, 'e': 0.8452827805735033}",25,0,-34.15026664477412,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
169,False,"{'a': 0.5, 'e': 0.8444374977929298}",20,0,-108.80615742300297,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
170,False,"{'a': 0.5, 'e': 0.8435930602951368}",25,0,-62.12826854060966,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
171,False,"{'a': 0.5, 'e': 0.8427494672348417}",30,9,-97.42837721910499,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 1}",1
172,False,"{'a': 0.5, 'e': 0.8419067177676068}",20,0,-35.27765210501279,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
173,False,"{'a': 0.5, 'e': 0.8410648110498392}",30,0,-124.14778665673319,"{0: 21, 1: 4, 2: 2, 3: 1, 4: 2}",0
174,False,"{'a': 0.5, 'e': 0.8402237462387894}",30,12,-13.753644434030582,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.8393835224925505}",20,8,-45.02808108025668,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
176,False,"{'a': 0.5, 'e': 0.838544138970058}",25,0,-58.896207327042376,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
177,False,"{'a': 0.5, 'e': 0.8377055948310879}",30,0,-232.24602559725693,"{0: 15, 1: 4, 2: 7, 3: 0, 4: 4}",0
178,False,"{'a': 0.5, 'e': 0.8368678892362568}",35,0,-136.26026740484275,"{0: 23, 1: 6, 2: 3, 3: 1, 4: 2}",0
179,False,"{'a': 0.5, 'e': 0.8360310213470206}",25,0,-68.79463651307411,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
180,False,"{'a': 0.5, 'e': 0.8351949903256736}",30,9,-34.11151524009937,"{0: 14, 1: 5, 2: 1, 3: 1, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.8343597953353479}",30,0,-85.21336725930003,"{0: 20, 1: 6, 2: 3, 3: 0, 4: 1}",0
182,False,"{'a': 0.5, 'e': 0.8335254355400126}",25,0,-225.9978670722541,"{0: 13, 1: 3, 2: 3, 3: 2, 4: 4}",0
183,False,"{'a': 0.5, 'e': 0.8326919101044725}",20,2,-23.38845131910251,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.831859218194368}",30,0,-231.25053562481597,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 5}",0
