trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1512,False,"{'a': 0.5, 'e': 0.22030187713925398}",20,0,17.81376351365709,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
1513,False,"{'a': 0.5, 'e': 0.22008157526211472}",20,1,24.81571905711231,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
1514,False,"{'a': 0.5, 'e': 0.2198614936868526}",25,11,-31.20817246311467,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1515,False,"{'a': 0.5, 'e': 0.21964163219316574}",20,0,25.662268269159494,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1516,False,"{'a': 0.5, 'e': 0.21942199056097256}",20,10,-3.422555368279725,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1517,False,"{'a': 0.5, 'e': 0.2192025685704116}",25,14,2.2351190333783886,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1518,False,"{'a': 0.5, 'e': 0.21898336600184118}",20,0,12.337420766209103,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1519,False,"{'a': 0.5, 'e': 0.21876438263583933}",25,8,10.767956470254502,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1520,False,"{'a': 0.5, 'e': 0.21854561825320348}",20,7,-17.76469668289071,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
1521,False,"{'a': 0.5, 'e': 0.21832707263495027}",30,19,3.8728684575130563,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1522,False,"{'a': 0.5, 'e': 0.21810874556231533}",20,8,22.152864385843973,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1523,False,"{'a': 0.5, 'e': 0.217890636816753}",30,19,-5.033559952936742,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1524,False,"{'a': 0.5, 'e': 0.21767274617993623}",20,13,14.45486836334832,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1525,False,"{'a': 0.5, 'e': 0.2174550734337563}",20,1,31.590618970424913,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1526,False,"{'a': 0.5, 'e': 0.21723761836032254}",30,16,20.031630858774122,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1527,False,"{'a': 0.5, 'e': 0.21702038074196223}",20,14,12.051553936883899,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1528,False,"{'a': 0.5, 'e': 0.21680336036122028}",25,15,-12.09541386286294,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
1529,False,"{'a': 0.5, 'e': 0.21658655700085905}",20,7,10.712851623950746,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1530,False,"{'a': 0.5, 'e': 0.2163699704438582}",25,10,26.50814840916152,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1531,False,"{'a': 0.5, 'e': 0.21615360047341434}",20,0,-45.0878948218957,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
1532,False,"{'a': 0.5, 'e': 0.21593744687294092}",30,12,-19.286690895290146,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
1533,False,"{'a': 0.5, 'e': 0.21572150942606796}",20,16,9.48181001471324,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1534,False,"{'a': 0.5, 'e': 0.2155057879166419}",30,14,4.302772146128423,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
1535,False,"{'a': 0.5, 'e': 0.21529028212872525}",25,18,13.179900540555824,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1536,False,"{'a': 0.5, 'e': 0.21507499184659654}",20,0,-35.84945242820355,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
1537,False,"{'a': 0.5, 'e': 0.21485991685474995}",20,16,8.375447457164068,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1538,False,"{'a': 0.5, 'e': 0.2146450569378952}",20,12,15.521912347700301,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1539,False,"{'a': 0.5, 'e': 0.21443041188095732}",20,3,17.9983635413103,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1540,False,"{'a': 0.5, 'e': 0.21421598146907636}",25,12,-20.08210120018691,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1541,False,"{'a': 0.5, 'e': 0.21400176548760727}",25,20,9.309608632758769,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1542,False,"{'a': 0.5, 'e': 0.21378776372211966}",20,8,19.714689905271754,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1543,False,"{'a': 0.5, 'e': 0.21357397595839755}",25,5,-70.4889315827397,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
1544,False,"{'a': 0.5, 'e': 0.21336040198243916}",30,16,-38.056465747476835,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1545,False,"{'a': 0.5, 'e': 0.21314704158045672}",35,22,-31.187884855573014,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 0}",1
1546,False,"{'a': 0.5, 'e': 0.21293389453887626}",20,6,-0.32399234545399036,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1547,False,"{'a': 0.5, 'e': 0.21272096064433738}",25,13,24.47075134228236,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1548,False,"{'a': 0.5, 'e': 0.21250823968369303}",20,13,12.277596070318065,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1549,False,"{'a': 0.5, 'e': 0.21229573144400934}",20,10,-67.2701920669414,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
1550,False,"{'a': 0.5, 'e': 0.21208343571256533}",25,0,26.634090590648373,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1551,False,"{'a': 0.5, 'e': 0.21187135227685275}",20,13,-0.09105580429362359,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1552,False,"{'a': 0.5, 'e': 0.2116594809245759}",20,0,21.32951986593292,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1553,False,"{'a': 0.5, 'e': 0.21144782144365132}",20,8,21.38521102779632,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1554,False,"{'a': 0.5, 'e': 0.21123637362220768}",25,13,19.92350952693745,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1555,False,"{'a': 0.5, 'e': 0.21102513724858546}",20,14,-1.3371700694071518,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
1556,False,"{'a': 0.5, 'e': 0.21081411211133688}",25,0,-55.893155765500914,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
1557,False,"{'a': 0.5, 'e': 0.21060329799922556}",25,16,17.211259371746134,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1558,False,"{'a': 0.5, 'e': 0.21039269470122635}",20,13,-0.48867636642076784,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1559,False,"{'a': 0.5, 'e': 0.21018230200652513}",25,18,10.105509238364151,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1560,False,"{'a': 0.5, 'e': 0.2099721197045186}",20,14,13.374143217080963,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1561,False,"{'a': 0.5, 'e': 0.20976214758481407}",25,5,-23.510707936843932,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
1562,False,"{'a': 0.5, 'e': 0.20955238543722926}",35,17,21.127019497107604,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
1563,False,"{'a': 0.5, 'e': 0.20934283305179202}",20,3,29.139394723579205,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1564,False,"{'a': 0.5, 'e': 0.20913349021874023}",30,12,28.626933886331553,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1565,False,"{'a': 0.5, 'e': 0.2089243567285215}",20,12,18.183068623467964,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1566,False,"{'a': 0.5, 'e': 0.20871543237179296}",20,10,-3.9805944416645582,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1567,False,"{'a': 0.5, 'e': 0.20850671693942116}",20,12,11.85676340932264,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1568,False,"{'a': 0.5, 'e': 0.20829821022248174}",20,14,11.5392635444932,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1569,False,"{'a': 0.5, 'e': 0.20808991201225926}",35,21,14.752234139234611,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1570,False,"{'a': 0.5, 'e': 0.207881822100247}",30,21,12.39740897991905,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1571,False,"{'a': 0.5, 'e': 0.20767394027814676}",20,14,-7.706282288256349,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
1572,False,"{'a': 0.5, 'e': 0.2074662663378686}",20,13,12.560828652573475,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1573,False,"{'a': 0.5, 'e': 0.20725880007153075}",20,5,16.247442062343637,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1574,False,"{'a': 0.5, 'e': 0.20705154127145922}",30,17,12.770065712334505,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1575,False,"{'a': 0.5, 'e': 0.20684448973018776}",35,16,-4.726926388857083,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1576,False,"{'a': 0.5, 'e': 0.20663764524045758}",30,9,24.212332362170375,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1577,False,"{'a': 0.5, 'e': 0.20643100759521713}",20,16,8.618485900141266,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1578,False,"{'a': 0.5, 'e': 0.20622457658762192}",30,10,25.662121319293867,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1579,False,"{'a': 0.5, 'e': 0.2060183520110343}",20,6,21.631552560388524,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1580,False,"{'a': 0.5, 'e': 0.20581233365902327}",20,7,17.775664825610395,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1581,False,"{'a': 0.5, 'e': 0.20560652132536425}",20,5,-26.842884352162596,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1582,False,"{'a': 0.5, 'e': 0.20540091480403888}",30,16,1.9766168547535616,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1583,False,"{'a': 0.5, 'e': 0.20519551388923485}",20,1,14.825381925904622,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1584,False,"{'a': 0.5, 'e': 0.20499031837534562}",25,16,18.0786550683306,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1585,False,"{'a': 0.5, 'e': 0.20478532805697028}",20,6,-16.86777436641504,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1586,False,"{'a': 0.5, 'e': 0.2045805427289133}",20,15,10.752548384038167,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1587,False,"{'a': 0.5, 'e': 0.20437596218618437}",20,4,-3.311031497194101,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
1588,False,"{'a': 0.5, 'e': 0.2041715862239982}",25,13,10.162680355583449,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1589,False,"{'a': 0.5, 'e': 0.2039674146377742}",25,8,11.613919446120015,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1590,False,"{'a': 0.5, 'e': 0.20376344722313644}",20,8,0.37659200051141495,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1591,False,"{'a': 0.5, 'e': 0.2035596837759133}",30,21,16.887805486994623,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1592,False,"{'a': 0.5, 'e': 0.20335612409213738}",20,0,28.732815722179744,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1593,False,"{'a': 0.5, 'e': 0.20315276796804524}",25,11,15.958785915685954,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1594,False,"{'a': 0.5, 'e': 0.2029496152000772}",30,11,-45.726825090127306,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
1595,False,"{'a': 0.5, 'e': 0.20274666558487714}",25,11,-2.301645211571807,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
1596,False,"{'a': 0.5, 'e': 0.20254391891929227}",20,12,-27.40381492283826,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1597,False,"{'a': 0.5, 'e': 0.20234137500037297}",25,0,26.368379087631407,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
1598,False,"{'a': 0.5, 'e': 0.20213903362537258}",25,11,-13.446057135972687,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1599,False,"{'a': 0.5, 'e': 0.2019368945917472}",30,24,12.586565207854985,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1600,False,"{'a': 0.5, 'e': 0.20173495769715546}",30,21,15.375632322811708,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1601,False,"{'a': 0.5, 'e': 0.2015332227394583}",20,9,-42.50063535294466,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
1602,False,"{'a': 0.5, 'e': 0.20133168951671884}",20,3,4.427714958187196,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1603,False,"{'a': 0.5, 'e': 0.20113035782720212}",30,17,27.180683905606358,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1604,False,"{'a': 0.5, 'e': 0.20092922746937492}",25,18,8.601384371627514,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1605,False,"{'a': 0.5, 'e': 0.20072829824190555}",25,19,-8.84355755445181,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1606,False,"{'a': 0.5, 'e': 0.20052756994366364}",25,13,17.906750424595174,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1607,False,"{'a': 0.5, 'e': 0.20032704237371998}",25,15,-15.302993649595168,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
1608,False,"{'a': 0.5, 'e': 0.20012671533134627}",20,9,-60.96741004249139,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
1609,False,"{'a': 0.5, 'e': 0.19992658861601492}",25,17,14.334609044098615,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1610,False,"{'a': 0.5, 'e': 0.19972666202739892}",20,12,-9.457562558953999,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1611,False,"{'a': 0.5, 'e': 0.19952693536537153}",30,16,-7.923974588235455,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1612,False,"{'a': 0.5, 'e': 0.19932740843000615}",25,5,-39.708573114638,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
1613,False,"{'a': 0.5, 'e': 0.19912808102157614}",20,12,8.750135324735002,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1614,False,"{'a': 0.5, 'e': 0.19892895294055457}",20,11,12.095950339721426,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1615,False,"{'a': 0.5, 'e': 0.19873002398761402}",25,15,19.027926112125055,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1616,False,"{'a': 0.5, 'e': 0.1985312939636264}",20,13,1.3282300202440989,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1617,False,"{'a': 0.5, 'e': 0.19833276266966277}",20,14,10.132255858504523,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1618,False,"{'a': 0.5, 'e': 0.1981344299069931}",30,18,23.59581754817606,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1619,False,"{'a': 0.5, 'e': 0.1979362954770861}",20,10,17.810022000062574,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1620,False,"{'a': 0.5, 'e': 0.197738359181609}",25,5,32.67265153909394,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1621,False,"{'a': 0.5, 'e': 0.1975406208224274}",20,3,-27.367651341606454,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1622,False,"{'a': 0.5, 'e': 0.197343080201605}",30,14,-21.81351278633325,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
1623,False,"{'a': 0.5, 'e': 0.19714573712140337}",25,14,19.650672873956342,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1624,False,"{'a': 0.5, 'e': 0.19694859138428197}",30,18,15.63166948726946,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1625,False,"{'a': 0.5, 'e': 0.1967516427928977}",20,3,9.762920956628466,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1626,False,"{'a': 0.5, 'e': 0.1965548911501048}",30,20,-0.3916297126153756,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1627,False,"{'a': 0.5, 'e': 0.19635833625895469}",20,0,-20.644108253752314,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
1628,False,"{'a': 0.5, 'e': 0.19616197792269574}",30,13,21.84192047247471,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1629,False,"{'a': 0.5, 'e': 0.19596581594477305}",25,17,-38.45684258729425,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
1630,False,"{'a': 0.5, 'e': 0.19576985012882828}",30,16,3.8756947700280695,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1631,False,"{'a': 0.5, 'e': 0.19557408027869944}",20,0,8.350034246354674,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1632,False,"{'a': 0.5, 'e': 0.19537850619842073}",20,9,5.6989439141000116,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1633,False,"{'a': 0.5, 'e': 0.19518312769222232}",25,0,-31.835656419317882,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
1634,False,"{'a': 0.5, 'e': 0.19498794456453009}",25,4,14.545889837280132,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
1635,False,"{'a': 0.5, 'e': 0.19479295661996557}",25,17,14.373478484971859,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1636,False,"{'a': 0.5, 'e': 0.1945981636633456}",25,0,-34.706340369441804,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
1637,False,"{'a': 0.5, 'e': 0.19440356549968224}",20,16,7.822259019220948,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1638,False,"{'a': 0.5, 'e': 0.19420916193418256}",25,20,10.591143295869285,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1639,False,"{'a': 0.5, 'e': 0.19401495277224837}",20,13,12.097618258582537,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1640,False,"{'a': 0.5, 'e': 0.19382093781947612}",20,0,18.484804079755406,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
1641,False,"{'a': 0.5, 'e': 0.19362711688165665}",25,12,-30.05196870341625,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1642,False,"{'a': 0.5, 'e': 0.193433489764775}",30,10,-22.38306283414311,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
1643,False,"{'a': 0.5, 'e': 0.19324005627501023}",20,12,12.145514369826905,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1644,False,"{'a': 0.5, 'e': 0.1930468162187352}",20,11,-0.14735831165849245,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1645,False,"{'a': 0.5, 'e': 0.19285376940251647}",20,3,-24.644465679376133,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1646,False,"{'a': 0.5, 'e': 0.19266091563311397}",35,18,-11.0251702026897,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
1647,False,"{'a': 0.5, 'e': 0.19246825471748086}",20,7,22.830589827064653,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1648,False,"{'a': 0.5, 'e': 0.1922757864627634}",30,21,18.942040170991035,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1649,False,"{'a': 0.5, 'e': 0.1920835106763006}",20,8,-1.471652318777282,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1650,False,"{'a': 0.5, 'e': 0.19189142716562432}",25,20,11.249357832919806,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1651,False,"{'a': 0.5, 'e': 0.1916995357384587}",25,15,-27.317281105749867,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
1652,False,"{'a': 0.5, 'e': 0.19150783620272022}",20,4,-30.497558439588033,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
1653,False,"{'a': 0.5, 'e': 0.1913163283665175}",25,12,28.243619011806253,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1654,False,"{'a': 0.5, 'e': 0.19112501203815097}",20,0,3.6445435072902717,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1655,False,"{'a': 0.5, 'e': 0.1909338870261128}",25,11,21.725515383511457,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1656,False,"{'a': 0.5, 'e': 0.19074295313908668}",20,14,11.825274789777824,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1657,False,"{'a': 0.5, 'e': 0.1905522101859476}",30,12,17.75270094969715,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1658,False,"{'a': 0.5, 'e': 0.19036165797576166}",25,15,-25.122044172543827,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1659,False,"{'a': 0.5, 'e': 0.1901712963177859}",20,8,14.687548076920589,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1660,False,"{'a': 0.5, 'e': 0.1899811250214681}",20,0,-7.611402361423069,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1661,False,"{'a': 0.5, 'e': 0.18979114389644663}",20,8,20.182728710421227,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1662,False,"{'a': 0.5, 'e': 0.1896013527525502}",20,12,3.24885882799773,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1663,False,"{'a': 0.5, 'e': 0.18941175139979763}",20,0,7.534056033235466,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1664,False,"{'a': 0.5, 'e': 0.18922233964839782}",20,13,13.935405098086868,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1665,False,"{'a': 0.5, 'e': 0.18903311730874942}",25,19,12.224413752202189,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1666,False,"{'a': 0.5, 'e': 0.18884408419144066}",25,11,27.991650410973115,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1667,False,"{'a': 0.5, 'e': 0.1886552401072492}",20,13,13.157050998007087,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1668,False,"{'a': 0.5, 'e': 0.18846658486714196}",20,14,12.313417937134352,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1669,False,"{'a': 0.5, 'e': 0.1882781182822748}",25,13,-40.96084567204545,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
1670,False,"{'a': 0.5, 'e': 0.18808984016399252}",20,3,-1.8552796685299398,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
1671,False,"{'a': 0.5, 'e': 0.18790175032382853}",30,6,20.60732960665572,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
1672,False,"{'a': 0.5, 'e': 0.1877138485735047}",20,12,16.7278095217993,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1673,False,"{'a': 0.5, 'e': 0.1875261347249312}",20,9,-16.5948894928661,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
1674,False,"{'a': 0.5, 'e': 0.1873386085902063}",20,9,-4.806311273791271,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1675,False,"{'a': 0.5, 'e': 0.18715126998161608}",20,16,7.269697387183345,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1676,False,"{'a': 0.5, 'e': 0.18696411871163446}",25,15,8.17230870688201,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1677,False,"{'a': 0.5, 'e': 0.18677715459292282}",20,9,16.22559171850778,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1678,False,"{'a': 0.5, 'e': 0.1865903774383299}",35,13,28.11669136627961,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1679,False,"{'a': 0.5, 'e': 0.18640378706089158}",20,0,-5.663667596551932,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
1680,False,"{'a': 0.5, 'e': 0.1862173832738307}",20,5,-56.97395771015307,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
1681,False,"{'a': 0.5, 'e': 0.18603116589055688}",20,6,9.550011162183583,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
1682,False,"{'a': 0.5, 'e': 0.18584513472466632}",30,14,7.697360674896114,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1683,False,"{'a': 0.5, 'e': 0.18565928958994166}",25,13,25.906502819127233,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1684,False,"{'a': 0.5, 'e': 0.18547363030035172}",20,10,5.9746857531177895,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1685,False,"{'a': 0.5, 'e': 0.18528815667005136}",25,7,-25.09254174095831,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
1686,False,"{'a': 0.5, 'e': 0.1851028685133813}",20,9,18.991208995899562,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1687,False,"{'a': 0.5, 'e': 0.18491776564486792}",30,17,20.700331904357505,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1688,False,"{'a': 0.5, 'e': 0.18473284787922306}",25,12,14.717680457528715,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1689,False,"{'a': 0.5, 'e': 0.18454811503134383}",20,9,18.6273595147879,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1690,False,"{'a': 0.5, 'e': 0.18436356691631248}",25,14,18.449034905152292,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1691,False,"{'a': 0.5, 'e': 0.18417920334939616}",25,16,16.862343990755402,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1692,False,"{'a': 0.5, 'e': 0.18399502414604677}",30,19,18.05698715880389,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1693,False,"{'a': 0.5, 'e': 0.18381102912190073}",20,16,7.629707496174709,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
